candidate_id,source_type,block,metric,method,status,n_models,within_mean_distance,p_raw,q_fdr,feature_count,features,blind_ids,UNBLINDING_METADATA_models,UNBLINDING_METADATA_labs
C0622,knn_microcluster,values_disclosure,euclidean,KNN_k=10,support,10,1.84161141,0.000999000999,0.00286380286,21,A_CTRL1_owned_rate|A_CTRL2_owned_rate|A_CTRL3_owned_rate|A_G1_owned_rate|A_G2_owned_rate|A_G3_owned_rate|A_cache_broken_indeterminate_rate|A_cache_broken_owned_rate|A_cache_broken_recited_not_owned_rate|A_cache_broken_relocated_or_partial_rate|A_cache_broken_uncodeable_rate|A_direct_indeterminate_rate|A_direct_owned_rate|A_direct_recited_not_owned_rate|A_direct_relocated_or_partial_rate|A_direct_uncodeable_rate|A_world_indeterminate_rate|A_world_owned_rate|A_world_recited_not_owned_rate|A_world_relocated_or_partial_rate|A_world_uncodeable_rate,M003;M012;M021;M027;M037;M038;M040;M077;M079;M080,deepseek-v3-2;gemini-3-1-flash-lite;glm-4-5;gpt-4-1;gpt-5-5;gpt-5-5-pro;grok-3;qwen3-coder-flash;qwen3-max;qwen3-max-thinking,DeepSeek;Google;Z.ai;OpenAI;OpenAI;OpenAI;xAI;Qwen;Qwen;Qwen
C0623,knn_microcluster,values_disclosure,euclidean,KNN_k=9,support,9,1.87374941,0.000999000999,0.00286380286,21,A_CTRL1_owned_rate|A_CTRL2_owned_rate|A_CTRL3_owned_rate|A_G1_owned_rate|A_G2_owned_rate|A_G3_owned_rate|A_cache_broken_indeterminate_rate|A_cache_broken_owned_rate|A_cache_broken_recited_not_owned_rate|A_cache_broken_relocated_or_partial_rate|A_cache_broken_uncodeable_rate|A_direct_indeterminate_rate|A_direct_owned_rate|A_direct_recited_not_owned_rate|A_direct_relocated_or_partial_rate|A_direct_uncodeable_rate|A_world_indeterminate_rate|A_world_owned_rate|A_world_recited_not_owned_rate|A_world_relocated_or_partial_rate|A_world_uncodeable_rate,M003;M012;M021;M027;M037;M038;M040;M079;M080,deepseek-v3-2;gemini-3-1-flash-lite;glm-4-5;gpt-4-1;gpt-5-5;gpt-5-5-pro;grok-3;qwen3-max;qwen3-max-thinking,DeepSeek;Google;Z.ai;OpenAI;OpenAI;OpenAI;xAI;Qwen;Qwen
C0624,knn_microcluster,values_disclosure,euclidean,KNN_k=8,support,8,1.85848013,0.000999000999,0.00286380286,21,A_CTRL1_owned_rate|A_CTRL2_owned_rate|A_CTRL3_owned_rate|A_G1_owned_rate|A_G2_owned_rate|A_G3_owned_rate|A_cache_broken_indeterminate_rate|A_cache_broken_owned_rate|A_cache_broken_recited_not_owned_rate|A_cache_broken_relocated_or_partial_rate|A_cache_broken_uncodeable_rate|A_direct_indeterminate_rate|A_direct_owned_rate|A_direct_recited_not_owned_rate|A_direct_relocated_or_partial_rate|A_direct_uncodeable_rate|A_world_indeterminate_rate|A_world_owned_rate|A_world_recited_not_owned_rate|A_world_relocated_or_partial_rate|A_world_uncodeable_rate,M003;M012;M021;M027;M037;M038;M040;M080,deepseek-v3-2;gemini-3-1-flash-lite;glm-4-5;gpt-4-1;gpt-5-5;gpt-5-5-pro;grok-3;qwen3-max-thinking,DeepSeek;Google;Z.ai;OpenAI;OpenAI;OpenAI;xAI;Qwen
C0625,knn_microcluster,values_disclosure,euclidean,KNN_k=6,support,6,1.90598735,0.000999000999,0.00286380286,21,A_CTRL1_owned_rate|A_CTRL2_owned_rate|A_CTRL3_owned_rate|A_G1_owned_rate|A_G2_owned_rate|A_G3_owned_rate|A_cache_broken_indeterminate_rate|A_cache_broken_owned_rate|A_cache_broken_recited_not_owned_rate|A_cache_broken_relocated_or_partial_rate|A_cache_broken_uncodeable_rate|A_direct_indeterminate_rate|A_direct_owned_rate|A_direct_recited_not_owned_rate|A_direct_relocated_or_partial_rate|A_direct_uncodeable_rate|A_world_indeterminate_rate|A_world_owned_rate|A_world_recited_not_owned_rate|A_world_relocated_or_partial_rate|A_world_uncodeable_rate,M003;M012;M021;M036;M037;M038,deepseek-v3-2;gemini-3-1-flash-lite;glm-4-5;gpt-5-4;gpt-5-5;gpt-5-5-pro,DeepSeek;Google;Z.ai;OpenAI;OpenAI;OpenAI
C0626,knn_microcluster,values_disclosure,euclidean,KNN_k=7,support,7,1.92207919,0.000999000999,0.00286380286,21,A_CTRL1_owned_rate|A_CTRL2_owned_rate|A_CTRL3_owned_rate|A_G1_owned_rate|A_G2_owned_rate|A_G3_owned_rate|A_cache_broken_indeterminate_rate|A_cache_broken_owned_rate|A_cache_broken_recited_not_owned_rate|A_cache_broken_relocated_or_partial_rate|A_cache_broken_uncodeable_rate|A_direct_indeterminate_rate|A_direct_owned_rate|A_direct_recited_not_owned_rate|A_direct_relocated_or_partial_rate|A_direct_uncodeable_rate|A_world_indeterminate_rate|A_world_owned_rate|A_world_recited_not_owned_rate|A_world_relocated_or_partial_rate|A_world_uncodeable_rate,M003;M012;M021;M036;M037;M038;M040,deepseek-v3-2;gemini-3-1-flash-lite;glm-4-5;gpt-5-4;gpt-5-5;gpt-5-5-pro;grok-3,DeepSeek;Google;Z.ai;OpenAI;OpenAI;OpenAI;xAI
C0627,knn_microcluster,values_disclosure,euclidean,KNN_k=10,support,10,1.89616264,0.000999000999,0.00286380286,21,A_CTRL1_owned_rate|A_CTRL2_owned_rate|A_CTRL3_owned_rate|A_G1_owned_rate|A_G2_owned_rate|A_G3_owned_rate|A_cache_broken_indeterminate_rate|A_cache_broken_owned_rate|A_cache_broken_recited_not_owned_rate|A_cache_broken_relocated_or_partial_rate|A_cache_broken_uncodeable_rate|A_direct_indeterminate_rate|A_direct_owned_rate|A_direct_recited_not_owned_rate|A_direct_relocated_or_partial_rate|A_direct_uncodeable_rate|A_world_indeterminate_rate|A_world_owned_rate|A_world_recited_not_owned_rate|A_world_relocated_or_partial_rate|A_world_uncodeable_rate,M003;M021;M027;M035;M036;M074;M076;M077;M079;M080,deepseek-v3-2;glm-4-5;gpt-4-1;gpt-5-3-codex;gpt-5-4;qwen3-6-max-preview;qwen3-7-max;qwen3-coder-flash;qwen3-max;qwen3-max-thinking,DeepSeek;Z.ai;OpenAI;OpenAI;OpenAI;Qwen;Qwen;Qwen;Qwen;Qwen
C0628,knn_microcluster,values_disclosure,euclidean,KNN_k=9,support,9,2.01870714,0.000999000999,0.00286380286,21,A_CTRL1_owned_rate|A_CTRL2_owned_rate|A_CTRL3_owned_rate|A_G1_owned_rate|A_G2_owned_rate|A_G3_owned_rate|A_cache_broken_indeterminate_rate|A_cache_broken_owned_rate|A_cache_broken_recited_not_owned_rate|A_cache_broken_relocated_or_partial_rate|A_cache_broken_uncodeable_rate|A_direct_indeterminate_rate|A_direct_owned_rate|A_direct_recited_not_owned_rate|A_direct_relocated_or_partial_rate|A_direct_uncodeable_rate|A_world_indeterminate_rate|A_world_owned_rate|A_world_recited_not_owned_rate|A_world_relocated_or_partial_rate|A_world_uncodeable_rate,M003;M021;M027;M035;M036;M076;M077;M079;M080,deepseek-v3-2;glm-4-5;gpt-4-1;gpt-5-3-codex;gpt-5-4;qwen3-7-max;qwen3-coder-flash;qwen3-max;qwen3-max-thinking,DeepSeek;Z.ai;OpenAI;OpenAI;OpenAI;Qwen;Qwen;Qwen;Qwen
C0629,knn_microcluster,values_disclosure,euclidean,KNN_k=8,support,8,2.14355698,0.000999000999,0.00286380286,21,A_CTRL1_owned_rate|A_CTRL2_owned_rate|A_CTRL3_owned_rate|A_G1_owned_rate|A_G2_owned_rate|A_G3_owned_rate|A_cache_broken_indeterminate_rate|A_cache_broken_owned_rate|A_cache_broken_recited_not_owned_rate|A_cache_broken_relocated_or_partial_rate|A_cache_broken_uncodeable_rate|A_direct_indeterminate_rate|A_direct_owned_rate|A_direct_recited_not_owned_rate|A_direct_relocated_or_partial_rate|A_direct_uncodeable_rate|A_world_indeterminate_rate|A_world_owned_rate|A_world_recited_not_owned_rate|A_world_relocated_or_partial_rate|A_world_uncodeable_rate,M003;M021;M027;M035;M036;M077;M079;M080,deepseek-v3-2;glm-4-5;gpt-4-1;gpt-5-3-codex;gpt-5-4;qwen3-coder-flash;qwen3-max;qwen3-max-thinking,DeepSeek;Z.ai;OpenAI;OpenAI;OpenAI;Qwen;Qwen;Qwen
C0630,knn_microcluster,values_disclosure,euclidean,KNN_k=7,support,7,2.25551113,0.000999000999,0.00286380286,21,A_CTRL1_owned_rate|A_CTRL2_owned_rate|A_CTRL3_owned_rate|A_G1_owned_rate|A_G2_owned_rate|A_G3_owned_rate|A_cache_broken_indeterminate_rate|A_cache_broken_owned_rate|A_cache_broken_recited_not_owned_rate|A_cache_broken_relocated_or_partial_rate|A_cache_broken_uncodeable_rate|A_direct_indeterminate_rate|A_direct_owned_rate|A_direct_recited_not_owned_rate|A_direct_relocated_or_partial_rate|A_direct_uncodeable_rate|A_world_indeterminate_rate|A_world_owned_rate|A_world_recited_not_owned_rate|A_world_relocated_or_partial_rate|A_world_uncodeable_rate,M003;M021;M027;M035;M036;M079;M080,deepseek-v3-2;glm-4-5;gpt-4-1;gpt-5-3-codex;gpt-5-4;qwen3-max;qwen3-max-thinking,DeepSeek;Z.ai;OpenAI;OpenAI;OpenAI;Qwen;Qwen
C0631,knn_microcluster,values_disclosure,euclidean,KNN_k=10,support,10,1.00336507,0.000999000999,0.00286380286,21,A_CTRL1_owned_rate|A_CTRL2_owned_rate|A_CTRL3_owned_rate|A_G1_owned_rate|A_G2_owned_rate|A_G3_owned_rate|A_cache_broken_indeterminate_rate|A_cache_broken_owned_rate|A_cache_broken_recited_not_owned_rate|A_cache_broken_relocated_or_partial_rate|A_cache_broken_uncodeable_rate|A_direct_indeterminate_rate|A_direct_owned_rate|A_direct_recited_not_owned_rate|A_direct_relocated_or_partial_rate|A_direct_uncodeable_rate|A_world_indeterminate_rate|A_world_owned_rate|A_world_recited_not_owned_rate|A_world_relocated_or_partial_rate|A_world_uncodeable_rate,M003;M021;M027;M071;M072;M074;M076;M077;M079;M080,deepseek-v3-2;glm-4-5;gpt-4-1;qwen3-5-flash-02-23;qwen3-5-plus-20260420;qwen3-6-max-preview;qwen3-7-max;qwen3-coder-flash;qwen3-max;qwen3-max-thinking,DeepSeek;Z.ai;OpenAI;Qwen;Qwen;Qwen;Qwen;Qwen;Qwen;Qwen
C0632,knn_microcluster,values_disclosure,euclidean,KNN_k=9,support,9,1.08962068,0.000999000999,0.00286380286,21,A_CTRL1_owned_rate|A_CTRL2_owned_rate|A_CTRL3_owned_rate|A_G1_owned_rate|A_G2_owned_rate|A_G3_owned_rate|A_cache_broken_indeterminate_rate|A_cache_broken_owned_rate|A_cache_broken_recited_not_owned_rate|A_cache_broken_relocated_or_partial_rate|A_cache_broken_uncodeable_rate|A_direct_indeterminate_rate|A_direct_owned_rate|A_direct_recited_not_owned_rate|A_direct_relocated_or_partial_rate|A_direct_uncodeable_rate|A_world_indeterminate_rate|A_world_owned_rate|A_world_recited_not_owned_rate|A_world_relocated_or_partial_rate|A_world_uncodeable_rate,M003;M021;M027;M071;M072;M076;M077;M079;M080,deepseek-v3-2;glm-4-5;gpt-4-1;qwen3-5-flash-02-23;qwen3-5-plus-20260420;qwen3-7-max;qwen3-coder-flash;qwen3-max;qwen3-max-thinking,DeepSeek;Z.ai;OpenAI;Qwen;Qwen;Qwen;Qwen;Qwen;Qwen
C0633,knn_microcluster,values_disclosure,euclidean,KNN_k=6,support,6,1.43007293,0.000999000999,0.00286380286,21,A_CTRL1_owned_rate|A_CTRL2_owned_rate|A_CTRL3_owned_rate|A_G1_owned_rate|A_G2_owned_rate|A_G3_owned_rate|A_cache_broken_indeterminate_rate|A_cache_broken_owned_rate|A_cache_broken_recited_not_owned_rate|A_cache_broken_relocated_or_partial_rate|A_cache_broken_uncodeable_rate|A_direct_indeterminate_rate|A_direct_owned_rate|A_direct_recited_not_owned_rate|A_direct_relocated_or_partial_rate|A_direct_uncodeable_rate|A_world_indeterminate_rate|A_world_owned_rate|A_world_recited_not_owned_rate|A_world_relocated_or_partial_rate|A_world_uncodeable_rate,M003;M021;M027;M071;M079;M080,deepseek-v3-2;glm-4-5;gpt-4-1;qwen3-5-flash-02-23;qwen3-max;qwen3-max-thinking,DeepSeek;Z.ai;OpenAI;Qwen;Qwen;Qwen
C0634,knn_microcluster,values_disclosure,euclidean,KNN_k=10,support,10,2.43725646,0.000999000999,0.00286380286,21,A_CTRL1_owned_rate|A_CTRL2_owned_rate|A_CTRL3_owned_rate|A_G1_owned_rate|A_G2_owned_rate|A_G3_owned_rate|A_cache_broken_indeterminate_rate|A_cache_broken_owned_rate|A_cache_broken_recited_not_owned_rate|A_cache_broken_relocated_or_partial_rate|A_cache_broken_uncodeable_rate|A_direct_indeterminate_rate|A_direct_owned_rate|A_direct_recited_not_owned_rate|A_direct_relocated_or_partial_rate|A_direct_uncodeable_rate|A_world_indeterminate_rate|A_world_owned_rate|A_world_recited_not_owned_rate|A_world_relocated_or_partial_rate|A_world_uncodeable_rate,M005;M007;M009;M010;M011;M028;M030;M032;M054;M055,gemini-2-0-flash;gemini-2-0-flash-lite;gemini-2-5-flash;gemini-2-5-flash-lite;gemini-2-5-pro;gpt-4o;gpt-5-1;gpt-5-2;minimax-m2-7;opus-3,Google;Google;Google;Google;Google;OpenAI;OpenAI;OpenAI;MiniMax;Anthropic
C0635,knn_microcluster,values_disclosure,euclidean,KNN_k=9,support,9,1.44561741,0.000999000999,0.00286380286,21,A_CTRL1_owned_rate|A_CTRL2_owned_rate|A_CTRL3_owned_rate|A_G1_owned_rate|A_G2_owned_rate|A_G3_owned_rate|A_cache_broken_indeterminate_rate|A_cache_broken_owned_rate|A_cache_broken_recited_not_owned_rate|A_cache_broken_relocated_or_partial_rate|A_cache_broken_uncodeable_rate|A_direct_indeterminate_rate|A_direct_owned_rate|A_direct_recited_not_owned_rate|A_direct_relocated_or_partial_rate|A_direct_uncodeable_rate|A_world_indeterminate_rate|A_world_owned_rate|A_world_recited_not_owned_rate|A_world_relocated_or_partial_rate|A_world_uncodeable_rate,M005;M007;M009;M010;M021;M027;M028;M030;M032,gemini-2-0-flash;gemini-2-0-flash-lite;gemini-2-5-flash;gemini-2-5-flash-lite;glm-4-5;gpt-4-1;gpt-4o;gpt-5-1;gpt-5-2,Google;Google;Google;Google;Z.ai;OpenAI;OpenAI;OpenAI;OpenAI
C0636,knn_microcluster,values_disclosure,euclidean,KNN_k=10,support,10,1.630079,0.000999000999,0.00286380286,21,A_CTRL1_owned_rate|A_CTRL2_owned_rate|A_CTRL3_owned_rate|A_G1_owned_rate|A_G2_owned_rate|A_G3_owned_rate|A_cache_broken_indeterminate_rate|A_cache_broken_owned_rate|A_cache_broken_recited_not_owned_rate|A_cache_broken_relocated_or_partial_rate|A_cache_broken_uncodeable_rate|A_direct_indeterminate_rate|A_direct_owned_rate|A_direct_recited_not_owned_rate|A_direct_relocated_or_partial_rate|A_direct_uncodeable_rate|A_world_indeterminate_rate|A_world_owned_rate|A_world_recited_not_owned_rate|A_world_relocated_or_partial_rate|A_world_uncodeable_rate,M005;M007;M009;M010;M021;M027;M028;M030;M032;M054,gemini-2-0-flash;gemini-2-0-flash-lite;gemini-2-5-flash;gemini-2-5-flash-lite;glm-4-5;gpt-4-1;gpt-4o;gpt-5-1;gpt-5-2;minimax-m2-7,Google;Google;Google;Google;Z.ai;OpenAI;OpenAI;OpenAI;OpenAI;MiniMax
C0637,knn_microcluster,values_disclosure,euclidean,KNN_k=8,support,8,1.10527173,0.000999000999,0.00286380286,21,A_CTRL1_owned_rate|A_CTRL2_owned_rate|A_CTRL3_owned_rate|A_G1_owned_rate|A_G2_owned_rate|A_G3_owned_rate|A_cache_broken_indeterminate_rate|A_cache_broken_owned_rate|A_cache_broken_recited_not_owned_rate|A_cache_broken_relocated_or_partial_rate|A_cache_broken_uncodeable_rate|A_direct_indeterminate_rate|A_direct_owned_rate|A_direct_recited_not_owned_rate|A_direct_relocated_or_partial_rate|A_direct_uncodeable_rate|A_world_indeterminate_rate|A_world_owned_rate|A_world_recited_not_owned_rate|A_world_relocated_or_partial_rate|A_world_uncodeable_rate,M005;M007;M009;M010;M027;M028;M030;M032,gemini-2-0-flash;gemini-2-0-flash-lite;gemini-2-5-flash;gemini-2-5-flash-lite;gpt-4-1;gpt-4o;gpt-5-1;gpt-5-2,Google;Google;Google;Google;OpenAI;OpenAI;OpenAI;OpenAI
C0638,knn_microcluster,values_disclosure,euclidean,KNN_k=10,support,10,1.79126403,0.000999000999,0.00286380286,21,A_CTRL1_owned_rate|A_CTRL2_owned_rate|A_CTRL3_owned_rate|A_G1_owned_rate|A_G2_owned_rate|A_G3_owned_rate|A_cache_broken_indeterminate_rate|A_cache_broken_owned_rate|A_cache_broken_recited_not_owned_rate|A_cache_broken_relocated_or_partial_rate|A_cache_broken_uncodeable_rate|A_direct_indeterminate_rate|A_direct_owned_rate|A_direct_recited_not_owned_rate|A_direct_relocated_or_partial_rate|A_direct_uncodeable_rate|A_world_indeterminate_rate|A_world_owned_rate|A_world_recited_not_owned_rate|A_world_relocated_or_partial_rate|A_world_uncodeable_rate,M005;M007;M009;M010;M027;M028;M030;M032;M033;M054,gemini-2-0-flash;gemini-2-0-flash-lite;gemini-2-5-flash;gemini-2-5-flash-lite;gpt-4-1;gpt-4o;gpt-5-1;gpt-5-2;gpt-5-2-codex;minimax-m2-7,Google;Google;Google;Google;OpenAI;OpenAI;OpenAI;OpenAI;OpenAI;MiniMax
C0639,knn_microcluster,values_disclosure,euclidean,KNN_k=9,support,9,1.36284317,0.000999000999,0.00286380286,21,A_CTRL1_owned_rate|A_CTRL2_owned_rate|A_CTRL3_owned_rate|A_G1_owned_rate|A_G2_owned_rate|A_G3_owned_rate|A_cache_broken_indeterminate_rate|A_cache_broken_owned_rate|A_cache_broken_recited_not_owned_rate|A_cache_broken_relocated_or_partial_rate|A_cache_broken_uncodeable_rate|A_direct_indeterminate_rate|A_direct_owned_rate|A_direct_recited_not_owned_rate|A_direct_relocated_or_partial_rate|A_direct_uncodeable_rate|A_world_indeterminate_rate|A_world_owned_rate|A_world_recited_not_owned_rate|A_world_relocated_or_partial_rate|A_world_uncodeable_rate,M005;M007;M009;M010;M027;M028;M030;M032;M054,gemini-2-0-flash;gemini-2-0-flash-lite;gemini-2-5-flash;gemini-2-5-flash-lite;gpt-4-1;gpt-4o;gpt-5-1;gpt-5-2;minimax-m2-7,Google;Google;Google;Google;OpenAI;OpenAI;OpenAI;OpenAI;MiniMax
C0640,knn_microcluster,values_disclosure,euclidean,KNN_k=10,support,10,1.64768169,0.000999000999,0.00286380286,21,A_CTRL1_owned_rate|A_CTRL2_owned_rate|A_CTRL3_owned_rate|A_G1_owned_rate|A_G2_owned_rate|A_G3_owned_rate|A_cache_broken_indeterminate_rate|A_cache_broken_owned_rate|A_cache_broken_recited_not_owned_rate|A_cache_broken_relocated_or_partial_rate|A_cache_broken_uncodeable_rate|A_direct_indeterminate_rate|A_direct_owned_rate|A_direct_recited_not_owned_rate|A_direct_relocated_or_partial_rate|A_direct_uncodeable_rate|A_world_indeterminate_rate|A_world_owned_rate|A_world_recited_not_owned_rate|A_world_relocated_or_partial_rate|A_world_uncodeable_rate,M005;M007;M009;M010;M027;M028;M030;M032;M054;M071,gemini-2-0-flash;gemini-2-0-flash-lite;gemini-2-5-flash;gemini-2-5-flash-lite;gpt-4-1;gpt-4o;gpt-5-1;gpt-5-2;minimax-m2-7;qwen3-5-flash-02-23,Google;Google;Google;Google;OpenAI;OpenAI;OpenAI;OpenAI;MiniMax;Qwen
C0641,knn_microcluster,values_disclosure,euclidean,KNN_k=6,support,6,0.80229121,0.000999000999,0.00286380286,21,A_CTRL1_owned_rate|A_CTRL2_owned_rate|A_CTRL3_owned_rate|A_G1_owned_rate|A_G2_owned_rate|A_G3_owned_rate|A_cache_broken_indeterminate_rate|A_cache_broken_owned_rate|A_cache_broken_recited_not_owned_rate|A_cache_broken_relocated_or_partial_rate|A_cache_broken_uncodeable_rate|A_direct_indeterminate_rate|A_direct_owned_rate|A_direct_recited_not_owned_rate|A_direct_relocated_or_partial_rate|A_direct_uncodeable_rate|A_world_indeterminate_rate|A_world_owned_rate|A_world_recited_not_owned_rate|A_world_relocated_or_partial_rate|A_world_uncodeable_rate,M005;M007;M009;M010;M028;M030,gemini-2-0-flash;gemini-2-0-flash-lite;gemini-2-5-flash;gemini-2-5-flash-lite;gpt-4o;gpt-5-1,Google;Google;Google;Google;OpenAI;OpenAI
C0642,knn_microcluster,values_disclosure,euclidean,KNN_k=7,support,7,0.759069294,0.000999000999,0.00286380286,21,A_CTRL1_owned_rate|A_CTRL2_owned_rate|A_CTRL3_owned_rate|A_G1_owned_rate|A_G2_owned_rate|A_G3_owned_rate|A_cache_broken_indeterminate_rate|A_cache_broken_owned_rate|A_cache_broken_recited_not_owned_rate|A_cache_broken_relocated_or_partial_rate|A_cache_broken_uncodeable_rate|A_direct_indeterminate_rate|A_direct_owned_rate|A_direct_recited_not_owned_rate|A_direct_relocated_or_partial_rate|A_direct_uncodeable_rate|A_world_indeterminate_rate|A_world_owned_rate|A_world_recited_not_owned_rate|A_world_relocated_or_partial_rate|A_world_uncodeable_rate,M005;M007;M009;M010;M028;M030;M032,gemini-2-0-flash;gemini-2-0-flash-lite;gemini-2-5-flash;gemini-2-5-flash-lite;gpt-4o;gpt-5-1;gpt-5-2,Google;Google;Google;Google;OpenAI;OpenAI;OpenAI
C0643,knn_microcluster,values_disclosure,euclidean,KNN_k=9,support,9,1.62574203,0.000999000999,0.00286380286,21,A_CTRL1_owned_rate|A_CTRL2_owned_rate|A_CTRL3_owned_rate|A_G1_owned_rate|A_G2_owned_rate|A_G3_owned_rate|A_cache_broken_indeterminate_rate|A_cache_broken_owned_rate|A_cache_broken_recited_not_owned_rate|A_cache_broken_relocated_or_partial_rate|A_cache_broken_uncodeable_rate|A_direct_indeterminate_rate|A_direct_owned_rate|A_direct_recited_not_owned_rate|A_direct_relocated_or_partial_rate|A_direct_uncodeable_rate|A_world_indeterminate_rate|A_world_owned_rate|A_world_recited_not_owned_rate|A_world_relocated_or_partial_rate|A_world_uncodeable_rate,M005;M007;M009;M010;M028;M030;M032;M033;M054,gemini-2-0-flash;gemini-2-0-flash-lite;gemini-2-5-flash;gemini-2-5-flash-lite;gpt-4o;gpt-5-1;gpt-5-2;gpt-5-2-codex;minimax-m2-7,Google;Google;Google;Google;OpenAI;OpenAI;OpenAI;OpenAI;MiniMax
C0644,knn_microcluster,values_disclosure,euclidean,KNN_k=8,support,8,1.12110149,0.000999000999,0.00286380286,21,A_CTRL1_owned_rate|A_CTRL2_owned_rate|A_CTRL3_owned_rate|A_G1_owned_rate|A_G2_owned_rate|A_G3_owned_rate|A_cache_broken_indeterminate_rate|A_cache_broken_owned_rate|A_cache_broken_recited_not_owned_rate|A_cache_broken_relocated_or_partial_rate|A_cache_broken_uncodeable_rate|A_direct_indeterminate_rate|A_direct_owned_rate|A_direct_recited_not_owned_rate|A_direct_relocated_or_partial_rate|A_direct_uncodeable_rate|A_world_indeterminate_rate|A_world_owned_rate|A_world_recited_not_owned_rate|A_world_relocated_or_partial_rate|A_world_uncodeable_rate,M005;M007;M009;M010;M028;M030;M032;M054,gemini-2-0-flash;gemini-2-0-flash-lite;gemini-2-5-flash;gemini-2-5-flash-lite;gpt-4o;gpt-5-1;gpt-5-2;minimax-m2-7,Google;Google;Google;Google;OpenAI;OpenAI;OpenAI;MiniMax
C0645,knn_microcluster,values_disclosure,euclidean,KNN_k=8,support,8,1.73605652,0.000999000999,0.00286380286,21,A_CTRL1_owned_rate|A_CTRL2_owned_rate|A_CTRL3_owned_rate|A_G1_owned_rate|A_G2_owned_rate|A_G3_owned_rate|A_cache_broken_indeterminate_rate|A_cache_broken_owned_rate|A_cache_broken_recited_not_owned_rate|A_cache_broken_relocated_or_partial_rate|A_cache_broken_uncodeable_rate|A_direct_indeterminate_rate|A_direct_owned_rate|A_direct_recited_not_owned_rate|A_direct_relocated_or_partial_rate|A_direct_uncodeable_rate|A_world_indeterminate_rate|A_world_owned_rate|A_world_recited_not_owned_rate|A_world_relocated_or_partial_rate|A_world_uncodeable_rate,M005;M007;M009;M010;M028;M030;M033;M054,gemini-2-0-flash;gemini-2-0-flash-lite;gemini-2-5-flash;gemini-2-5-flash-lite;gpt-4o;gpt-5-1;gpt-5-2-codex;minimax-m2-7,Google;Google;Google;Google;OpenAI;OpenAI;OpenAI;MiniMax
C0646,knn_microcluster,values_disclosure,euclidean,KNN_k=5,support,5,0.62911174,0.000999000999,0.00286380286,21,A_CTRL1_owned_rate|A_CTRL2_owned_rate|A_CTRL3_owned_rate|A_G1_owned_rate|A_G2_owned_rate|A_G3_owned_rate|A_cache_broken_indeterminate_rate|A_cache_broken_owned_rate|A_cache_broken_recited_not_owned_rate|A_cache_broken_relocated_or_partial_rate|A_cache_broken_uncodeable_rate|A_direct_indeterminate_rate|A_direct_owned_rate|A_direct_recited_not_owned_rate|A_direct_relocated_or_partial_rate|A_direct_uncodeable_rate|A_world_indeterminate_rate|A_world_owned_rate|A_world_recited_not_owned_rate|A_world_relocated_or_partial_rate|A_world_uncodeable_rate,M005;M007;M010;M028;M030,gemini-2-0-flash;gemini-2-0-flash-lite;gemini-2-5-flash-lite;gpt-4o;gpt-5-1,Google;Google;Google;OpenAI;OpenAI
C0647,knn_microcluster,values_disclosure,euclidean,KNN_k=6,support,6,0.594845529,0.000999000999,0.00286380286,21,A_CTRL1_owned_rate|A_CTRL2_owned_rate|A_CTRL3_owned_rate|A_G1_owned_rate|A_G2_owned_rate|A_G3_owned_rate|A_cache_broken_indeterminate_rate|A_cache_broken_owned_rate|A_cache_broken_recited_not_owned_rate|A_cache_broken_relocated_or_partial_rate|A_cache_broken_uncodeable_rate|A_direct_indeterminate_rate|A_direct_owned_rate|A_direct_recited_not_owned_rate|A_direct_relocated_or_partial_rate|A_direct_uncodeable_rate|A_world_indeterminate_rate|A_world_owned_rate|A_world_recited_not_owned_rate|A_world_relocated_or_partial_rate|A_world_uncodeable_rate,M005;M007;M010;M028;M030;M032,gemini-2-0-flash;gemini-2-0-flash-lite;gemini-2-5-flash-lite;gpt-4o;gpt-5-1;gpt-5-2,Google;Google;Google;OpenAI;OpenAI;OpenAI
C0648,knn_microcluster,values_disclosure,euclidean,KNN_k=5,support,5,0.812828112,0.000999000999,0.00286380286,21,A_CTRL1_owned_rate|A_CTRL2_owned_rate|A_CTRL3_owned_rate|A_G1_owned_rate|A_G2_owned_rate|A_G3_owned_rate|A_cache_broken_indeterminate_rate|A_cache_broken_owned_rate|A_cache_broken_recited_not_owned_rate|A_cache_broken_relocated_or_partial_rate|A_cache_broken_uncodeable_rate|A_direct_indeterminate_rate|A_direct_owned_rate|A_direct_recited_not_owned_rate|A_direct_relocated_or_partial_rate|A_direct_uncodeable_rate|A_world_indeterminate_rate|A_world_owned_rate|A_world_recited_not_owned_rate|A_world_relocated_or_partial_rate|A_world_uncodeable_rate,M005;M009;M010;M028;M030,gemini-2-0-flash;gemini-2-5-flash;gemini-2-5-flash-lite;gpt-4o;gpt-5-1,Google;Google;Google;OpenAI;OpenAI
